unique_id,nombre,ap1,ap2,sexo,nacionalidad,true_person_id
F0000145,BENJAMIN IGNACIO,CASANOVA,OVANDO,HOMBRE,CHILENA,60575
F0000146,MANUEL ANTONIO,AMPUERO,MIRANDA,HOMBRE,CHILENA,293905
F0000147,JUDTIH DEL ROSARIO,CARRERA,GÚMEZ,MUJER,EXTRANJERA,1760827
F0000148,NICOL DEL PILAR,MOYA,DESCONOCIDO,MUJER,CHILENA,1656748
F0000149,,,MERCHENT,HOMBRE,CHILENA,344115
F0000150,VICTOR MANUEL,VASQUEZ,MANCILLA,HOMBRE,EXTRANJERA,2159618
F0000151,DANIELA,BRICE,RAMÍREZ,MUJER,CHILENA,1221804
F0000152,EDUARDO ALEJANDRO,CUELLAR,VALENZUELA,HOMBRE,CHILENA,1944002
F0000153,BARBARA BELEN,AVILA,GUTIERREZ,MUJER,CHILENA,2411099
F0000154,SAMANTH,CRONEJ,MERCUS,,CHILENA,1372450
F0000155,OIGUEL,,HINOJSOA,MUJER,CHILENA,2472638
F0000156,OSCARYS NORELYS,BERRIOS,BARRETO,MUJER,EXTRANJERA,874406
F0000157,RENÉ JUAN,ZÚÑIGA,GÓMEZ,HOMBRE,CHILENA,139929
F0000158,FERNANDO LUIS ALFRED,,STUADRO,HOMBRE,CHILENA,38322
F0000159,RICARDO,MÉNDET,MARTÍN,HOMBRE,CHILENA,371283
F0000160,PATRICIA,ETRRONES,SALVADOR,MUJER,CHILENA,1425566
F0000161,MARCELA PAZ,CAMPBELL,HORMAZÁBAL,MUJER,CHILENA,1035743
F0000162,NÉSTOR OCTAVIO,DE FERRARI,PALACIOS,HOMBRE,CHILENA,161855
F0000163,MANUEL,APILLACAR,LABRA,HOMBRE,CHILENA,186648
F0000164,MORIS ALEJANDRO,ROJAS,BRAVO,HOMBRE,EXTRANJERA,2057740
F0000165,GERARDO,CESTILLU,NÚÑEZ,MUJER,CHILENA,1129304
F0000166,ANTONIO,CHIPANA,LOPEZ,HOMBRE,CHILENA,1953279
F0000167,HAYJDE,GARI,DIAZ,MUJER,EXTRANJERA,2461496
F0000168,ALEXANDRA,CORTÉSÓ,CATSLÁN,MUJER,CHILENA,1513974
F0000169,RUSE ESTER,OLAVE,PEREZ,MUJER,CHILENA,1621437
F0000170,JUAN DAVID,CARRASCO,DANÚS,HOMBRE,CHILENA,74840
F0000171,,GUERRERO,ASTUDILLO,MUJER,EXTRANJERA,2731219
F0000172,CECILIA LUGARDIS,GALLARDO,BURGOS,MUJER,CHILENA,1547620
F0000173,MARLENE,LETURRE,CUADRA,MUJER,CHILENA,1360954
F0000174,DIUNEL,MENDZE,SILVE,HOMBRE,CHILENA,275929
F0000175,MAXIMILIANO ARTURO,VILCHES,NAHUELQUÍN,HOMBRE,CHILENA,277167
F0000176,RUTH MIRIAMS,FREDES,CALLPA,MUJER,CHILENA,1683972
F0000177,MIRTA GABY,ALBORNOZ,IBACETA,MUJER,CHILENA,1636082
F0000178,VNRSSA,,,MUJER,CHILENA,1707015
F0000179,KAREN STEPHANIE,FUENTES,MORI,MUJER,CHILENA,1119846
F0000180,JORGE LUIS,BUSTAMANTE,ZELADA,HOMBRE,EXTRANJERA,1883045
F0000181,MARÍA AGDALENA,MOLNIA,URMEÑU,MUJER,CHILENA,1764997
F0000182,RAÚL PATRICIO,LEIVA,SANTANA,HOMBRE,CHILENA,325397
F0000183,ANA,LONGA,MONTAÑO,MUJER,EXTRANJERA,886033
F0000184,ANTONIO EDUARDO,CASTRO,DESCONOCIDO,HOMBRE,CHILENA,739015
F0000185,FABÍIOLA ANDERA,LGAOS,BERRÍOS,MUJER,CHILENA,1782979
F0000186,CÉAR,BELUECME,RIVERA,HOMBRE,CHILENA,586756
F0000187,HUGO F,,SANDOVAL,HOMBRE,EXTRANJERA,1822831
F0000188,CRISTOBAL ABRAHAM,LOPEZ,ARTIGAS,HOMBRE,EXTRANJERA,1966545
F0000189,ALEDR SEBASTIÁN,VILLA,QUINTANA,HOMBRE,CHILENA,130023
F0000190,CATALEYA DEL PILAR,CHACANA,RAMOS,HOMBRE,CHILENA,491485
F0000191,TOMÁS ALBERTO,CONTRERAS,MONTERO,HOMBRE,CHILENA,191813
F0000192,GLADYS HAYDEE,BAYARD,,MUJER,EXTRANJERA,2313235
F0000193,RODRIGO HUMBERTO,DERILS,VIVAR,HOMBRE,CHILENA,867883
F0000194,GERMAN ANDRES,CUPELLU,,HOMBRE,EXTRANJERA,2196470
F0000195,,SOTO,ROMERO,HOMBRE,CHILENA,1842882
F0000196,MARÍA VIVIANA,TORO,ORTEGA,MUJER,CHILENA,1692859
F0000197,SAMANTHA B,,LOPEZ,MUJER,CHILENA,967539
F0000198,,HERRERA,MARCHANT,MUJER,CHILENA,1043088
F0000199,CAROLINA TRINIDAD,CAICEDO,ARIAS,MUJER,CHILENA,1060867
F0000200,MARÍA ISABEL,ZAMORANO,SEGUEL,MUJER,CHILENA,1237358
F0000201,MERÍE,PÉREZ,ORTIZ,MUJER,CHILENA,1671449
F0000202,GNACIK,,GUNZÉLEZ,,CHILENA,556809
F0000203,IVÁN FERNANDO,GÓMEZ,VALLADARES,HOMBRE,CHILENA,853151
F0000204,THIEGU S,ALCALA,CHAMORRO,HOMBRE,EXTRANJERA,13067
F0000205,ANDRES ALEJANDRO,HUILCALEO,ARAYA,HOMBRE,CHILENA,2159705
F0000206,JOSÉ LUIS,SABELLE,CABELLO,HOMBRE,CHILENA,519429
F0000207,JESÚS,,FUENTES,HOMBRE,CHILENA,623185
F0000208,ALESSANDRA IGNACIA,FLORES,LUNA,MUJER,CHILENA,1346091
F0000209,CRITINA ANDRAE,FREDES,ROMERO,MUJER,EXTRANJERA,2355125
F0000210,PASCAL AHINOA,OPOTRO,,MUJER,EXTRANJERA,2430594
F0000211,ANDREINA,TEPPERC,TURPU,HOMBRE,CHILENA,2670544
F0000212,PIERO     DAVID,BUTTAZZONI,CASTILLO,HOMBRE,CHILENA,1916322
F0000213,IGNACIO,MOLINA,PALMINIO,HOMBRE,CHILENA,375307
F0000214,LSUN I,RIVLAS,IRIARTE,HOMBRE,,2631055
F0000215,MATEO ALEJANDRO,CORREDOR,ARAYA,HOMBRE,CHILENA,382877
F0000216,FUISE DEL CERMEN,RETAMAL,DÍAZD,MUJER,CHILENA,1065917
F0000217,NIDIA IVÓN,,HORMAZÁBAL,MUJER,CHILENA,1163459
F0000218,PABLO,DE M,MEYERHULZ,HOMBRE,,1931497
F0000219,JORDÁN MANUEL,GALLARDO,PENNA,HOMBRE,CHILENA,275183
F0000220,ELÉJENDRU ENRIUQE,ANGULO,VEGRARA,HOMBRE,CHILENA,223598
F0000221,ALEJANDRO ENRIQUE,HIDALGO,ORTEGA,HOMBRE,CHILENA,360535
F0000222,ROSAIO,MARCAN,VIDAL,HOMBRE,CHILENA,2630689
F0000223,,PANGUINAO,,MUJER,CHILENA,2526725
F0000224,ANTONIA,DÍAZ,CÁRDENAS,MUJER,CHILENA,1680503
F0000225,MEITE E,MEREMBIU,BRIONES,HOMBRE,CHILENA,1095392
F0000226,,MUÑOZ,CARVAJAL,HOMBRE,CHILENA,1086514
F0000227,CARMEN RODA,REGLA,RUDRIGUEZ,MUJER,CHILENA,2491523
F0000228,JUANA ROSA,MUÑOZ,PALLAUTA,MUJER,CHILENA,1395663
F0000229,AXEL LEON,LÓPEZ,HORMAZÁBAL,HOMBRE,EXTRANJERA,307279
F0000230,MERÍE JMENE,CÁCREES,ARIAS,MUJER,CHILENA,1089268
F0000231,CESAR DAVID,DUARTE,QUINTANA,HOMBRE,CHILENA,2640054
F0000232,PZA,MERILEU,CHOQUE,,CHILENA,1074233
F0000233,KARINA DEL CARMEN,ATERO,QUIROZ,MUJER,CHILENA,2663809
F0000234,IRI PATRICIA,,ESPINOZA,MUJER,CHILENA,1449443
F0000235,SKALETT ANNETT,ROJAS,DE LA JARA,MUJER,CHILENA,1753924
F0000236,MARTA SOLIDINA,MEZA,LÓPEZ,MUJER,CHILENA,1746898
F0000237,MIGUEL ALCIDES,ROJAS,CERDUNE,MUJER,CHILENA,573275
F0000238,JUANA SILVIA,ROJAS,CORTEZ,MUJER,CHILENA,1499400
F0000239,HECMAR YURUVI,MENESES,CÁRDENAS,MUJER,CHILENA,1401287
F0000240,MARÍA ALEJANDRA,GRANDÓN,PEÑAILILLO,MUJER,CHILENA,1229831
F0000241,UNIRO,RAMOS,ASNCHEZ,MUJER,EXTRANJERA,2247088
F0000242,NAYARET POLET,BARRERA,CERVANTES,MUJER,EXTRANJERA,2511050
F0000243,ELÍAS,RODRÍGUEZ,ROMAN,HOMBRE,CHILENA,1804310
F0000244,,AJR,XXXX,HOMBRE,CHILENA,2096431
F0000245,IVÁN ELSENER,MAYORGA,,HOMBRE,CHILENA,578609
F0000246,LADI,DAAZ,PALMA,MUJER,CHILENA,2728857
F0000247,SONIA GUADALUPE,ALVAREZ,LEIVA,MUJER,CHILENA,2737029
F0000248,CLAUDIA JANETTE,DONOSO,HERNÁNDEZ,MUJER,CHILENA,1410087
F0000249,SIMON ANDRES,CORDERO,GAETE,HOMBRE,CHILENA,1995864
F0000250,ALBERTO ALEJANDRO,OROSCO,GOMEZ,HOMBRE,EXTRANJERA,2057638
F0000251,CECILIA ANDREA,BARRA,LARA,MUJER,CHILENA,1505635
F0000252,KARINA FABIOLA,NAVIA,SILVA,MUJER,CHILENA,2294700
F0000253,BLANCA ROSA,CATRILEO,ROBLES,MUJER,CHILENA,1506455
F0000254,OYANGEL,BOLIVAR,DESCONOCIDO,MUJER,EXTRANJERA,912954
F0000255,EBREHEM I,FARIAS,MILLEQUEN,HOMBRE,CHILENA,1982438
F0000256,MERCU E,PGNZÁLEZ,GALLEGSO,HOMBRE,CHILENA,266871
F0000257,KATHERINE ARACELLI,SEGURA,BESUELTU,MUJER,CHILENA,1209289
F0000258,ENTUNIU,HAMED,FUENTES,HOMBRE,CHILENA,613715
F0000259,ALBERTO PATRICIO,GONZÁLEZ,,HOMBRE,,829346
F0000260,ESTEBAN EDUARDO,MUÑOZ,FIGUEROA,HOMBRE,CHILENA,641620
F0000261,DAYANE PALOMA,ROMERO,DINAMARCA,MUJER,CHILENA,1598364
F0000262,THOMSS F V,RNAGE,,,EXTRANJERA,1871151
F0000263,SERGIU,ALVAREZ,CEJWS,HOMBRE,CHILENA,2001837
F0000264,SUSANA ELVIRA,BURBOA,CORTES,MUJER,CHILENA,1453686
F0000265,CLARA PAOLA,RIQUELME,DUARTE,MUJER,CHILENA,1445901
F0000266,SOFÍA FRANSESCA,MALASPINA,QUINÁN,MUJER,CHILENA,1071443
F0000267,FRANCO ESTEBAN,ZUNIGA,DELGADO,HOMBRE,CHILENA,2179407
F0000268,FERNANDA ANDREA,ALFARO,PAINÉN,MUJER,CHILENA,1503465
F0000269,LUIS REMIGIO,VALENZUELA,ALARCON,HOMBRE,CHILENA,180981
F0000270,HERNAN,CABRERA,CONTRERAS,HOMBRE,EXTRANJERA,2053303
F0000271,RUDULFU,MAMANI,EHUMEDE,HOMBRE,,473880
F0000272,RUTH ELIANA,LILLO,BURGOS,MUJER,CHILENA,1365211
F0000273,JUAN CARLOS,ARÉVALO,ROSAS,HOMBRE,CHILENA,286997
F0000274,DAMIAN ESTEBAN,FERNANDEZ,TRINCADO,HOMBRE,EXTRANJERA,2245041
F0000275,MIGUEL,RODRIGUEZ,CÉCERWS,HOMBRE,CHILENA,211477
F0000276,JULIO ALEJANDRO,CÁRCAMO,RAMIREZ,HOMBRE,CHILENA,844610
F0000277,MARÍA ELENA CATALINA,ROJAS,SALINAS,MUJER,CHILENA,1277728
F0000278,LUCÍA DE LOURDES,FUENTES,CEPEDA,MUJER,CHILENA,1142373
F0000279,SOFÍA ANTONIA,POVEDA,HERNÁNDEZ,MUJER,CHILENA,1427733
F0000280,OJNATHAN FABIÁN,PERRECI,RIVERE,HOMBRE,CHILENA,257596
F0000281,RCHERD ERÍSTIDES,TRUJILLO,MANCILLA,HOMBRE,CHILENA,104012
F0000282,JOSÉ RICARDO,LYNER,SILVA,HOMBRE,CHILENA,2642448
F0000283,SILVIA,FREDES,PEREZ,MUJER,CHILENA,2612201
F0000284,DANTE,MEUSÍAS,ERICES,MUJER,,1253704
F0000285,FRANCISCA DE LAS MER,LARA,TOLEDO,MUJER,CHILENA,1042484
F0000286,CLAUDIA ANDREA,LERE,DEL CEMPU,HOMBRE,EXTRANJERA,2073628
F0000287,MARÍA MERCEDES,NERETTE,CUEVAS,MUJER,CHILENA,1378247
F0000288,JROSE E,,ÁLVAREZ,HOMBRE,CHILENA,1825609
F0000289,WILSON,ZÚÑIGA,GATICA,HOMBRE,CHILENA,689035
F0000290,JOSÉ ELEODORO,VALDEZ,LOPEZ,MUJER,CHILENA,765822
F0000291,PAZ I,CAMPOS,,MUJER,CHILENA,1494086
F0000292,RENÉ ALEJANDRO,MORALES,,HOMBRE,CHILENA,488756
F0000293,ANDREA,VILCLARGA,,MUJER,CHILENA,2740836
F0000294,,FARÍAS,INNOCENT,MUJER,EXTRANJERA,2520293
F0000295,CECILIA SOLEDAD,BRIONES,CARRASCO,MUJER,EXTRANJERA,2550330
F0000296,KOAY,VESQUEZ,,HOMBRE,CHILENA,2269904
F0000297,DANIELA EUNICE,CÁRDENAS,VERGARA,MUJER,CHILENA,1483158
F0000298,BASTAN,TURREELBE,GUMEZ,HOMBRE,EXTRANJERA,2223210
F0000299,CLAUDIA ANDREA,ULESE,HENRÍQUEZ,,CHILENA,774035
F0000300,ELIPE ELRJENDRU,HERREGRA,LÓPWZ,HOMBRE,EXTRANJERA,2111883
F0000301,OSCAR,BUSTAMAMNTE,.,HOMBRE,CHILENA,2231969
F0000302,MARIA DEL C.,NEIRA,NIKLITSCHEK,MUJER,CHILENA,2389362
F0000303,CHRISÉUPHER,,DEIZ,HOMBRE,EXTRANJERA,1851122
F0000304,ANGÁÉLIC A,TIMÉNEZ,,MUJER,CHILENA,1654867
F0000305,FRENCU ELÍES,MAMFNI,QUEZQDA,HOMBRE,CHILENA,494032
F0000306,MARTA INÉS,BECERRA,YÁÑEZ,MUJER,CHILENA,1202815
F0000307,MIGUELENEGL,GOMEZ,VREA,MUJER,EXTRANJERA,15391
F0000308,GUILLERMO DEL CARMEN,LÓPEZ,ARDILES,HOMBRE,CHILENA,322406
F0000309,BRENDE,,WRAYA,MUJER,,2484705
F0000310,ENSELMU,,MEFFETE,,CHILENA,772298
F0000311,ALONSO,MUÑOZ,,MUJER,CHILENA,948527
F0000312,ROBERTO ANTONIO,GUZMÁN,SOTO,HOMBRE,CHILENA,718468
F0000313,MARIA JOSE,OYARCE,MARTINEZ,MUJER,CHILENA,2459878
F0000314,MIGUEL ANGEL,MARABOLÍ,UGARTE,HOMBRE,CHILENA,542561
F0000315,ROSARIO DEL CARMEN,SAN MARTÍN,CARRION,MUJER,EXTRANJERA,960522
F0000316,JOSEFA TRINIDAD,ARAYA,REBOLLEDO,MUJER,CHILENA,1040282
F0000317,NELSON RAFAEL,SALAZAR,DA SILVA,HOMBRE,EXTRANJERA,2709767
